134,2,4,2,8,134,0,2,24,2,10,2,0,4,2,8,4,2,2,2,2,134,134,2,2,2,6,10,2,134,0,2,0,10,2,0,134,0,134,14,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,134,134,2,8,6,18,16,2,2,22,2,18,0,4,16,12,8,4,24,14,0
2,134,4,2,8,36,0,2,24,2,10,2,0,4,2,8,4,2,2,2,2,26,10,2,2,2,6,10,2,134,0,2,0,10,2,0,4,0,6,14,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,134,134,2,8,6,18,16,2,2,22,2,18,0,4,16,12,8,4,24,14,0
4,4,266,134,16,72,0,4,48,4,20,4,0,8,4,16,8,4,4,4,4,52,20,4,4,4,266,266,4,88,0,4,0,20,4,0,8,0,12,28,4,4,8,4,20,28,16,4,16,8,0,4,8,4,4,12,4,4,80,84,4,16,12,36,32,4,4,44,4,36,0,8,32,24,16,8,48,28,0
2,2,134,134,8,36,0,2,24,2,10,2,0,4,2,8,4,2,2,2,2,26,10,2,2,2,134,134,2,44,0,2,0,10,2,0,4,0,6,14,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,40,42,2,8,6,18,16,2,2,22,2,18,0,4,16,12,8,4,24,14,0
8,8,16,8,524,524,0,8,96,8,40,8,0,266,134,32,16,8,134,8,8,104,40,8,8,8,24,40,8,524,0,8,0,40,8,0,16,0,24,56,8,8,16,8,40,56,32,8,32,16,0,8,16,8,8,24,8,8,524,524,8,32,24,72,64,8,8,88,8,72,0,16,64,48,32,16,96,56,0
134,36,72,36,524,2106,0,36,432,36,180,36,0,266,134,144,72,36,134,134,36,1586,650,36,36,36,108,180,36,2106,0,36,0,180,36,0,266,0,396,252,36,36,72,36,650,896,144,36,144,72,0,134,266,36,36,108,36,36,2106,2106,36,524,396,324,288,36,134,396,36,324,0,72,288,216,144,72,432,252,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,2,8,36,0,134,134,2,10,2,0,4,2,8,4,2,2,2,2,26,10,2,2,2,6,10,2,44,0,2,0,10,2,0,4,0,6,134,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,40,42,2,8,6,18,16,2,2,134,2,134,0,4,16,12,8,4,24,14,0
24,24,48,24,96,432,0,134,1476,24,650,24,0,48,24,524,266,134,24,24,24,312,120,24,24,24,72,120,24,528,0,24,0,120,24,0,48,0,72,896,134,24,48,24,120,168,96,24,96,48,0,24,48,24,134,72,24,24,480,504,24,96,72,216,192,24,24,1364,134,1134,0,48,192,144,96,48,288,168,0
2,2,4,2,8,36,0,2,24,134,10,2,0,4,2,8,4,2,2,2,2,26,10,2,2,2,6,10,2,44,0,2,0,10,2,0,4,0,6,14,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,40,42,2,8,6,18,16,2,2,22,2,18,0,4,16,12,8,4,98,0,14
10,10,20,10,40,180,0,10,650,10,650,10,0,20,10,524,266,134,10,10,10,130,50,10,10,10,30,50,10,220,0,10,0,50,10,0,20,0,30,650,10,10,20,10,50,70,40,10,40,20,0,10,20,10,134,30,10,10,200,210,10,40,30,90,80,10,10,650,10,650,0,20,80,60,40,20,120,70,0
2,2,4,2,8,36,0,2,24,2,10,134,0,4,2,8,4,2,2,2,2,26,10,2,2,2,6,10,2,44,0,2,0,10,2,0,4,0,6,14,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,40,42,2,8,6,18,16,2,2,22,2,18,0,4,134,134,8,4,98,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,8,4,266,266,0,4,48,4,20,4,0,266,134,16,8,4,4,4,4,52,20,4,4,4,12,20,4,266,0,4,0,20,4,0,8,0,12,28,4,4,8,4,20,28,16,4,16,8,0,4,8,4,4,12,4,4,266,266,4,16,12,36,32,4,4,44,4,36,0,8,32,24,16,8,48,28,0
2,2,4,2,134,134,0,2,24,2,10,2,0,134,134,8,4,2,2,2,2,26,10,2,2,2,6,10,2,134,0,2,0,10,2,0,4,0,6,14,2,2,4,2,10,14,8,2,8,4,0,2,4,2,2,6,2,2,134,134,2,8,6,18,16,2,2,22,2,18,0,4,16,12,8,4,24,14,0
